"iso3","anio","valor_en_twh"
"CAN","1994","107.08421"
"CAN","1995","97.16421"
"CAN","1996","92.12211"
"CAN","1997","81.954735"
"CAN","1998","70.99263"
"CAN","1999","72.98"
"CAN","2000","69.16"
"CAN","2001","72.86"
"CAN","2002","71.75"
"CAN","2003","71.15"
"CAN","2004","85.87"
"CAN","2005","86.83"
"CAN","2006","92.44"
"CAN","2007","88.19"
"CAN","2008","88.3"
"CAN","2009","85.13"
"CAN","2010","85.53"
"CAN","2011","88.29"
"CAN","2012","89.49"
"CAN","2013","97.58"
"CAN","2014","101.21"
"CAN","2015","96.05"
"CAN","2016","95.69"
